Permiso CRE,Place ID,Marca,Estacion,Direccion,Municipio,Estado,Region,Lat,Lon
PL/1333/EXP/ES/2015,3167,,HECTOR JUAN GARZA ESCOBOSA,,Durango,Durango,Norte,23.98153,-104.5952
PL/1334/EXP/ES/2015,2732,,COMBUSTIBLES ANTES Y DESPUES SA DE CV,,Ixtlahuaca,México,Centro,19.5777,-99.76241
PL/1335/EXP/ES/2015,2699,,SERVICIOS DEL PUERTO SA DE CV,,,Baja California,Noroeste,32.41884,-115.1934
PL/13358/EXP/ES/2016,15908,,GASOLINERA MIRANDA SA DE CV,,El Marqués,Querétaro,Centro,20.57071,-100.3175
PL/13359/EXP/ES/2016,15909,,Servicio Magusa S.A de C.V.,,,Baja California,Noroeste,31.06629,-116.2087
PL/1336/EXP/ES/2015,2733,,SERVICIO JARDINES DE DURANGO SA DE CV,,Durango,Durango,Norte,24.05722,-104.6118
PL/13360/EXP/ES/2016,15910,,SERVICIO EL CUARTEL SA DE CV,,Huetamo,Michoacán,Occidente,18.65182,-100.8975
PL/13361/EXP/ES/2016,15911,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Chihuahua,Chihuahua,Norte,28.64858,-106.1109
PL/13362/EXP/ES/2016,15912,,M R SERVICIO SA DE CV,,Aguascalientes,Aguascalientes,Occidente,21.89359,-102.312
PL/13363/EXP/ES/2016,15913,,PAMHER SERVICIO SA DE CV,,Aguascalientes,Aguascalientes,Occidente,21.87095,-102.3216
PL/13364/EXP/ES/2016,15914,,GRUPO CORPORATIVO ALMA SA DE CV,,Teúl de González Ortega,Zacatecas,Occidente,21.46634,-103.4559
PL/13365/EXP/ES/2016,15915,,SUPER SERVICIO SIERRA TEPEHUANES SA DE CV,,Tepehuanes,Durango,Norte,25.34154,-105.7316
PL/13366/EXP/ESA/2016,15916,,"SSA MEXICO, S.A. DE C.V.",,Manzanillo,Colima,Occidente,19.06977,-104.2893
PL/13367/EXP/ESA/2016,15917,,"CORPORACION INTEGRAL DE COMERCIO EXTERIOR, S.A. DE C.V.",,Veracruz,Veracruz,Golfo,19.2112,-96.15117
PL/13368/EXP/ESA/2016,15918,,"AUTOBUSES BRISAS, S.A. DE C.V.",,Mérida,Yucatán,Sureste,21.02226,-89.66184
PL/13369/EXP/ESA/2016,15919,,"SIGMA ALIMENTOS NORESTE, S.A. DE C.V.",,Pesquería,Nuevo León,Noreste,25.74566,-100.1155
PL/1337/EXP/ES/2015,2707,,CENTRO GASOLINERO ANIMAS SA DE CV,,Veracruz,Veracruz,Golfo,19.18427,-96.25993
PL/13370/EXP/ESA/2016,15920,,"TRANSPORTES UNIDOS TAMPIQUE%OS, SA DE CV",,Altamira,Tamaulipas,Noreste,22.3287,-97.87199
PL/13371/EXP/ESA/2016,15921,,"TRANSPORTES MINEROS DEL COBRE,S.A. DE C.V.",,Corregidora,Querétaro,Centro,20.56729,-100.4848
PL/1338/EXP/ES/2015,3166,,JULIO CESAR GAMA RAMSDEN,,León,Guanajuato,Occidente,21.13763,-101.6904
PL/1339/EXP/ES/2015,2639,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,El Salto,Jalisco,Occidente,20.53868,-103.2963
PL/1340/EXP/ES/2015,2659,,GASOLINERA LUPITA SA DE CV,,Autlán de Navarro,Jalisco,Occidente,19.79058,-104.3576
PL/1341/EXP/ES/2015,11027,,GONZALO LUIS GONZALEZ AYALA,,Santa Catarina,Nuevo León,Noreste,25.67504,-100.4293
PL/13413/EXP/ES/2016,15962,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Monterrey,Nuevo León,Noreste,25.68961,-100.3174
PL/13414/EXP/ES/2016,15963,,LUCILA LEONILA ACEVEDO ROJAS,,Tlapa de Comonfort,Guerrero,Sur,17.54562,-98.57806
PL/13415/EXP/ES/2016,15964,,COMBU-EXPRESS SA DE CV,,Compostela,Nayarit,Noroeste,21.05521,-105.2359
PL/13416/EXP/ES/2016,15965,,GASOLINERA DEL NAYAR SA DE CV,,Santiago Ixcuintla,Nayarit,Noroeste,21.70107,-105.3812
PL/13417/EXP/ES/2016,15966,,GASOLINERA DEL NAYAR SA DE CV,,Santiago Ixcuintla,Nayarit,Noroeste,21.80918,-105.2252
PL/13418/EXP/ES/2016,15967,,MA TERESA AYALA ALEMAN,,Guanaceví,Durango,Norte,25.93327,-105.9373
PL/1342/EXP/ES/2015,3172,,SERVICIO ORION SA DE CV,,Texcoco,México,Centro,19.50558,-98.88023
PL/1343/EXP/ES/2015,3170,,IMPULSORA DE SERVICIOS Y TURISMO SA DE CV,,Naucalpan de Juárez,México,Centro,19.48449,-99.23499
PL/1344/EXP/ES/2015,2735,,SUPER SERVICIO CAMIONERO DON RAMON SA DE CV,,Manzanillo,Colima,Occidente,19.08314,-104.283
PL/1345/EXP/ES/2015,2748,,PROMOTORA DE AUTO ESTACIONES SA DE CV,,Morelia,Michoacán,Occidente,19.68411,-101.1666
PL/1346/EXP/ES/2015,2586,,DAGAL SA DE CV,,,Baja California,Noroeste,32.55221,-115.0736
PL/1347/EXP/ES/2015,2651,,DAMOR SA DE CV,,Pachuca de Soto,Hidalgo,Centro,20.11773,-98.7812
PL/1348/EXP/ES/2015,2682,,EGU SA DE CV,,Pachuca de Soto,Hidalgo,Centro,20.09288,-98.76225
PL/13488/EXP/ES/2016,16037,,INTEGRADORA DE ORGANIZACIONES DE LA REGION HUICHOL,,Tepic,Nayarit,Noroeste,21.58801,-104.7048
PL/13489/EXP/ES/2016,16038,,LUIS BAUTISTA ZEPEDA,,Valle de Juárez,Jalisco,Occidente,19.93729,-102.953
PL/1349/EXP/ES/2015,2704,,SERVICIO BANDERA SA DE CV,,Guadalajara,Jalisco,Occidente,20.66227,-103.3329
PL/1350/EXP/ES/2015,2656,,SERVICIO NUESTRA SEÑORA DE LORETO SA DE CV,,San Mateo Atenco,México,Centro,19.27798,-99.55755
PL/1351/EXP/ES/2015,2710,,ESTACION DE SERVICIO GESA SA DE CV,,Pachuca de Soto,Hidalgo,Centro,20.11278,-98.74308
PL/1352/EXP/ES/2015,2701,,ESTACION DE SERVICIO MUÑOZABA SA DE CV,,Atenco,México,Centro,19.5384,-98.90257
PL/1353/EXP/ES/2015,2658,,CARBU EXPRESS SA DE CV,,Pachuca de Soto,Hidalgo,Centro,20.12443,-98.77612
PL/1354/EXP/ES/2015,2638,,OPERADORA DE SERVICIOS REFORMA SA DE CV,,Cuajimalpa de Morelos,Ciudad de México,Centro,19.38742,-99.26285
PL/13546/EXP/ES/2016,16082,,JOSE MA. GODOY SANCHEZ,,San Diego de Alejandría,Jalisco,Occidente,20.99759,-101.9916
PL/13547/EXP/ES/2016,16083,,CORPORATIVO ENERVISION S A P I DE CV,,Hermosillo,Sonora,Noroeste,29.0858,-110.9738
PL/13548/EXP/ESA/2016,16084,,"SISTEMAS DE APOYO LOGISTICO AL COMERCIO INTERNACIONAL, S.A. DE C.V.",,,Coahuila,Noreste,25.48038,-103.3517
PL/13549/EXP/ESA/2016,16085,,"GRUPO COLLADO, S.A. DE C.V.",,Iztapalapa,Ciudad de México,Centro,19.36229,-99.07474
PL/1355/EXP/ES/2015,2739,,SERVICIO CASETA EL DORADO SA DE CV,,Toluca,México,Centro,19.40553,-99.71429
PL/13550/EXP/ESA/2016,16086,,LOGISTICA DEL MAYAB S.A DE C.V.,,Mérida,Yucatán,Sureste,20.98267,-89.55832
PL/1356/EXP/ES/2015,2709,,SERVICIO LOMAS DE LAS PALMAS SA DE CV,,Huixquilucan,México,Centro,19.39963,-99.26868
PL/1357/EXP/ES/2015,2661,,ESTACION DE SERVICIO GESA SA DE CV,,Pachuca de Soto,Hidalgo,Centro,20.0659,-98.77036
PL/13578/EXP/ES/2016,20852,,CIRCULO KILIWA SA DE CV,,Tepic,Nayarit,Noroeste,21.47935,-104.8977
PL/13579/EXP/ES/2016,20892,,PETROMAX SA DE CV,,Cadereyta Jiménez,Nuevo León,Noreste,25.5821,-100.0024
PL/1358/EXP/ES/2015,2671,,SERVICIO LOMAS DE VISTA HERMOSA SA DE CV,,Cuajimalpa de Morelos,Ciudad de México,Centro,19.35361,-99.27644
PL/13580/EXP/ES/2016,20893,,PETROMAX SA DE CV,,Pesquería,Nuevo León,Noreste,25.81581,-100.1086
PL/13581/EXP/ES/2016,20894,,PETROMAX SA DE CV,,Arteaga,Coahuila,Noreste,25.45824,-100.8963
PL/13582/EXP/ES/2016,20895,,PETROMAX SA DE CV,,Gral. Escobedo,Nuevo León,Noreste,25.84832,-100.2929
PL/13583/EXP/ES/2016,20896,,PETROMAX SA DE CV,,Gral. Escobedo,Nuevo León,Noreste,25.79267,-100.3353
PL/13584/EXP/ES/2016,16131,,NADOMIRY SA DE CV,,Naucalpan de Juárez,México,Centro,19.50249,-99.2831
PL/13585/EXP/ES/2016,16134,,GASOLINERA DE TACAMBARO SA DE CV,,Tacámbaro,Michoacán,Occidente,19.23093,-101.4606
PL/13586/EXP/ES/2016,20872,,CORPOE SA DE CV,,San Luis Potosí,San Luis Potosí,Noreste,22.12122,-100.9112
PL/13587/EXP/ES/2016,20877,,AUTOSERVICIO ALEGRIAS SA DE CV,,Guasave,Sinaloa,Noroeste,25.5833,-108.4707
PL/13588/EXP/ES/2016,20878,,HIDROCARBUROS CAMPECHE SA DE CV,,Champotón,Campeche,Sureste,19.31996,-90.72836
PL/13589/EXP/ES/2016,20891,,SERVICIO JADSA SA DE CV,,Jesús María,Aguascalientes,Occidente,21.94577,-102.2973
PL/1359/EXP/ES/2015,2611,,SERVICIO VEGA SA DE CV,,Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,Occidente,21.20466,-100.8577
PL/13590/EXP/ES/2016,16236,,COMERCIALIZADORA DE COMBUSTIBLES TIFA SA DE CV,,Cotaxtla,Veracruz,Golfo,18.76547,-96.45618
PL/13591/EXP/ES/2016,20884,,GRUPO GASOLINERO TIERRA CALIENTE SA DE CV,,Huetamo,Michoacán,Occidente,18.62843,-100.8997
PL/13592/EXP/ES/2016,16226,,SERVICIO FACIL DEL SURESTE SA DE CV,,Sayula de Alemán,Veracruz,Golfo,17.87705,-94.96477
PL/13593/EXP/ES/2016,16227,,SERVICIO FACIL DEL SURESTE SA DE CV,,Acayucan,Veracruz,Golfo,17.94241,-94.91113
PL/13594/EXP/ES/2016,20870,,GASOLINERA LOS DOS POTRILLOS SA DE CV,,Moctezuma,Sonora,Noroeste,29.8022,-109.6852
PL/13595/EXP/ES/2016,20765,,ZOHAN GAS S DE RL DE CV,,Atlixco,Puebla,Centro,18.89708,-98.43809
PL/13596/EXP/ES/2016,20873,,GASOLINERA Y SERVICIOS DE LA CRUZ S DE RL DE CV,,Mapimí,Durango,Norte,25.83433,-103.8473
PL/13597/EXP/ES/2016,20874,,GASOLIO SA DE CV,,Zapopan,Jalisco,Occidente,20.71781,-103.3543
PL/13598/EXP/ES/2016,20766,,MEGASERVICIO FIRA SA DE CV,,Oaxaca de Juárez,Oaxaca,Sur,17.08625,-96.74558
PL/13599/EXP/ES/2016,20882,,LUNA GAS SA DE CV,,Huauchinango,Puebla,Centro,20.17533,-98.0672
PL/1360/EXP/ES/2015,2736,,SERVICIO LOMAS MADIN SA DE CV,,Atizapán de Zaragoza,México,Centro,19.54629,-99.27624
PL/13600/EXP/ES/2016,20887,,COMBUSTIBLES CRISAN DEL CENTRO SA DE CV,,Cuernavaca,Morelos,Centro,18.90459,-99.23153
PL/13601/EXP/ES/2016,20888,,COMBUSTIBLES CRISAN DEL CENTRO SA DE CV,,Cuernavaca,Morelos,Centro,18.93863,-99.25662
PL/13602/EXP/ES/2016,20869,,COMBUSTIBLES PLAZA FIESTA SA DE CV,,Mérida,Yucatán,Sureste,20.99873,-89.59699
PL/13603/EXP/ES/2016,20820,,RUTA DE LA MARTINIANA SA DE CV,,San Pedro Tapanatepec,Oaxaca,Sur,16.31799,-94.19125
PL/13604/EXP/ES/2016,20897,,CORPORACION INTEGRADORA EMPRESARIAL DEL BAJIO SA DE CV,,Villagrán,Guanajuato,Occidente,20.51614,-100.9098
PL/13605/EXP/ES/2016,20856,,CENTRO GASOLINERO 8T SA DE CV,,Papantla,Veracruz,Golfo,20.39186,-97.33668
PL/13606/EXP/ES/2016,16176,,GERMAN PABLO RIVERA GONZALEZ,,Huatabampo,Sinaloa,Noroeste,26.41003,-109.0172
PL/13607/EXP/ES/2016,20898,,SERVICIOS GASEROS DEL GOLFO SA DE CV,,Oaxaca de Juárez,Oaxaca,Sur,17.05736,-96.71268
PL/13608/EXP/ES/2016,20889,,SERVICIOS ECOLOGICOS DE CIUDAD DEL CARMEN SA DE CV,,Salamanca,Guanajuato,Occidente,20.57163,-101.1831
PL/13609/EXP/ES/2016,16178,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Gral. Escobedo,Nuevo León,Noreste,25.81698,-100.396
PL/1361/EXP/ES/2015,2728,,RED SIGLO XXI SA DE CV,,Aguascalientes,Aguascalientes,Occidente,21.8869,-102.2507
PL/13610/EXP/ES/2016,16177,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Galeana,Nuevo León,Noreste,24.65065,-100.2908
PL/13611/EXP/ES/2016,16133,,POWER GAS SA DE CV,,Hermosillo,Sonora,Noroeste,29.03259,-110.9677
PL/13612/EXP/ES/2016,20880,,COMBUSTIBLES MINA SA DE CV,,Huejotzingo,Puebla,Centro,19.16645,-98.37794
PL/13613/EXP/ES/2016,16126,,ESTACION RAEL S DE RL DE CV,,Tijuana,Baja California,Noroeste,32.44323,-116.868
PL/13614/EXP/ES/2016,20881,,GRUPO OCTANO SA DE CV,,Bahía de Banderas,Nayarit,Noroeste,20.89489,-105.4074
PL/13615/EXP/ES/2016,20899,,GASOLINEROS MORELIANOS SA DE CV,,Morelia,Michoacán,Occidente,19.69422,-101.2234
PL/13616/EXP/ES/2016,20871,,CINTHIA MARIBEL TAMAYO HERRERA,,Ixtlán,Michoacán,Occidente,20.16992,-102.3849
PL/13617/EXP/ES/2016,20876,,SERVICIO ARROYO ALAZANAS SA DE CV,,Nuevo Laredo,Tamaulipas,Noreste,27.49469,-99.54217
PL/13618/EXP/ES/2016,20879,,NOGALES ENERGETICOS SA DE CV,,Los Cabos,Baja California Sur,Noroeste,23.13705,-109.7098
PL/13619/EXP/ES/2016,20890,,GASOLINERA GRAN PATIO POZA RICA SA DE CV,,Poza Rica de Hidalgo,Veracruz,Golfo,20.57074,-97.43284
PL/1362/EXP/ES/2015,2712,,OPERADORA LOS NOGALES SA DE CV,,Chihuahua,Chihuahua,Norte,28.73301,-106.1143
PL/13620/EXP/ES/2016,20885,,DISTRIBUIDORA CLARA SA DE CV,,Juárez,Chihuahua,Norte,31.72655,-106.4251
PL/13621/EXP/ES/2016,20860,,SUMINISTROS AUTOMOTRICES VAZTER SA DE CV,,San Juan del Río,Durango,Norte,24.78333,-104.4705
PL/13622/EXP/ES/2016,20875,,FMP GAS SA DE CV,,,Baja California,Noroeste,32.65879,-115.4265
PL/13623/EXP/ES/2016,20883,,GRUPO GASOLINERO ALIMAR SA DE CV,,Lerdo,Durango,Norte,25.39507,-103.4347
PL/13624/EXP/ES/2016,20886,,SERVICIO EL JARUDO SA DE CV,,Juárez,Chihuahua,Norte,31.69826,-106.4434
PL/13625/EXP/ES/2016,20862,,SERVICIO SERMATO SA DE CV,,Zinacantepec,México,Centro,19.23041,-99.78105
PL/13626/EXP/ES/2016,20858,,ESTACION DE SERVICIO EL RINCON SA DE CV,,Soconusco,Veracruz,Golfo,17.96401,-94.90231
PL/13627/EXP/ES/2016,20764,,ESTACIÓNDESERVICIOSMULTIPLESSANTONIÑODOCTORSADECV,,Tepeaca,Puebla,Centro,18.96441,-97.90163
PL/13628/EXP/ES/2016,20822,,CONSORCIO GASOLINERO ORBAN SA DE CV,,Progreso de Obregón,Hidalgo,Centro,20.33759,-99.2051
PL/13629/EXP/ES/2016,20866,,COMBUSTIBLES LA LUZ SA DE CV,,Córdoba,Veracruz,Golfo,18.91609,-96.94807
PL/1363/EXP/ES/2015,2589,,GASOLINERA EL LIMON SA DE CV,,El Limón,Jalisco,Occidente,19.81301,-104.1544
PL/13630/EXP/ES/2016,20900,,ESTACION DE SERVICIO CRANNI SA DE CV,,Tlatlaya,México,Centro,18.57202,-100.314
PL/13631/EXP/ES/2016,20861,,ESTACIONES DE SERVICIO AGV SA DE CV,,Reynosa,Tamaulipas,Noreste,26.0351,-98.39278
PL/13632/EXP/ES/2016,16128,,SERVICIO ADONIS SA DE CV,,Gustavo A. Madero,Ciudad de México,Centro,19.47434,-99.10038
PL/13633/EXP/ES/2016,20865,,GRUPO JGJ-LUAN SA DE CV,,León,Guanajuato,Occidente,21.10485,-101.7873
PL/13634/EXP/ES/2016,20867,,ME GASSERVICIO SA DE CV,,Cananea,Sonora,Noroeste,31.00288,-110.2655
PL/13635/EXP/ES/2016,16181,,CARLOS CASTILLO SOLIS,,Umán,Yucatán,Sureste,20.89227,-89.73672
PL/13636/EXP/ES/2016,16228,,SERVICIO CUPULA SA DE CV,,Tepotzotlán,México,Centro,19.69813,-99.25231
PL/13637/EXP/ES/2016,20863,,SERVICIO BRINGOM SA DE CV,,Valle de Chalco Solidaridad,México,Centro,19.26262,-98.95477
PL/13638/EXP/ES/2016,16129,,SERVICIOS ECOLOGICOS MUYIL SA DE CV,,Escárcega,Campeche,Sureste,18.60558,-90.73528
PL/13639/EXP/ES/2016,20769,,HUMBERTO DE LA CRUZ MURIAS,,Cintalapa,Chiapas,Sur,16.68978,-93.7197
PL/1364/EXP/ES/2015,2747,,DAGAL SA DE CV,,,Baja California,Noroeste,32.60773,-114.9274
PL/13640/EXP/ES/2016,20859,,SERVICIO GASOLINERO ALDO SA DE CV,,Coacalco de Berriozábal,México,Centro,19.64255,-99.1143
PL/13641/EXP/ES/2016,16206,,SERVICIO SINERGIA CEIBA SA DE CV,,Cárdenas,Tabasco,Golfo,17.99948,-93.39523
PL/13642/EXP/ES/2016,20868,,GRUPO ORTIZ - HENRIC SA DE CV,,Metepec,México,Centro,19.23485,-99.59807
PL/13643/EXP/ES/2016,16211,,SERVICIO PLAYA HERMOSA SA DE CV,,Acapulco de Juárez,Guerrero,Sur,16.74504,-99.75542
PL/13644/EXP/ES/2016,20864,,GASOLINERA TAJA PLUS SA DE CV,,Acapulco de Juárez,Guerrero,Sur,16.89786,-99.96203
PL/13645/EXP/ESA/2016,21036,,AUTOBUSES DE LA PIEDAD S.A. DE C.V.,,Tonalá,Jalisco,Occidente,20.62059,-103.2818
PL/13646/EXP/ESA/2016,21651,,TRATE DE OCCIDENTE SA DE CV,,Rayones,Nuevo León,Noreste,25,-100
PL/13647/EXP/ESA/2016,21259,,"TRANSPAIS UNICO, S.A. DE C.V.",,Santa Catarina,Nuevo León,Noreste,25.68827,-100.4736
PL/13648/EXP/ESA/2016,23950,,"MINERA SANTA RITA, S. DE R.L. DE C.V.",,,,,0,0
PL/1365/EXP/ES/2015,2596,,DAGAL SA DE CV,,,Baja California,Noroeste,32.47156,-115.3106
PL/1366/EXP/ES/2015,2588,,FELIX GAS SA DE CV,,,Baja California,Noroeste,31.88656,-116.6868
PL/13666/EXP/ES/2016,16180,,ACEITES Y COMBUSTIBLES DE MEOQUI SA DE CV,,Meoqui,Chihuahua,Norte,28.27612,-105.4864
PL/13667/EXP/ES/2016,20928,,GRUPO OCTANO SA DE CV,,Tepic,Nayarit,Noroeste,21.46852,-104.8493
PL/13668/EXP/ES/2016,20857,,SERVICIO MARTIN TOSTADO SA DE CV,,San Juan de los Lagos,Jalisco,Occidente,21.25496,-102.3444
PL/13669/EXP/ES/2016,16132,,GUILLERMO AMADOR LARA,,Jaltocán,Hidalgo,Centro,21.14966,-98.50806
PL/1367/EXP/ES/2015,2628,,SERVICIO MANEADERO SA DE CV,,,Baja California,Noroeste,31.74066,-116.5835
PL/13670/EXP/ES/2016,20931,,NACIONAL DE COMBUSTIBLES Y LUBRICANTES SA DE CV,,Cuautitlán Izcalli,México,Centro,19.58813,-99.19423
PL/13671/EXP/ES/2016,20932,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,,Lerdo,Durango,Norte,25.54761,-103.5316
PL/13672/EXP/ES/2016,20855,,GASOLINERIAS GOMEZ SA DE CV,,Gutiérrez Zamora,Veracruz,Golfo,20.46197,-97.08229
PL/13673/EXP/ES/2016,20934,,ESTACION DE SERVICIO CANTICAS SA DE CV,,Cosoleacaque,Veracruz,Golfo,18.11108,-94.56376
PL/13674/EXP/ES/2016,20935,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,,Cuauhtémoc,Chihuahua,Norte,28.42425,-106.8544
PL/13675/EXP/ES/2016,16239,,JOSE JORGE SARABIA SERRANO,,Tarimoro,Guanajuato,Occidente,20.28631,-100.8236
PL/13676/EXP/ES/2016,20937,,GRUPO FERCHE SA DE CV,,Xalapa,Veracruz,Golfo,19.50826,-96.87094
PL/13677/EXP/ES/2016,16130,,COMBUSTIBLES SIETE H SA DE CV,,Culiacán,Sinaloa,Noroeste,24.58989,-107.3793
PL/13678/EXP/ES/2016,20853,,GASERVICIO COLINAS SA DE CV,,Guaymas,Sonora,Noroeste,27.9061,-110.9218
PL/13679/EXP/ES/2016,20940,,GRUPO GASOLINERO EL JACAL S A P I DE CV,,Corregidora,Querétaro,Centro,20.56095,-100.4268
PL/1368/EXP/ES/2015,2740,,RED SIGLO XXI SA DE CV,,Jesús María,Aguascalientes,Occidente,21.95089,-102.3237
PL/13680/EXP/ES/2016,20941,,SERVIAVILAS SA DE CV,,Angostura,Sinaloa,Noroeste,25.12678,-108.017
PL/13681/EXP/ES/2016,20942,,CORPORATIVO LEVAZPER SA DE CV,,Acaponeta,Nayarit,Noroeste,22.49067,-105.3712
PL/13682/EXP/ES/2016,20757,,GASOLINERA MONTAJES SA DE CV,,Tuxtla Gutiérrez,Chiapas,Sur,16.76569,-93.19053
PL/13683/EXP/ES/2016,20944,,MARIA DEL PILAR CANTAREY GONZALEZ,,Toluca,México,Centro,19.30702,-99.59888
PL/13684/EXP/ES/2016,20945,,MULTISERVICIOS LA PILARICA SA DE CV,,Ahome,Sinaloa,Noroeste,25.80161,-108.949
PL/1369/EXP/ES/2015,2687,,IGNACIO FELIX COTA,,,Baja California,Noroeste,31.82787,-116.5997
PL/1370/EXP/ES/2015,2591,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Atotonilco el Alto,Jalisco,Occidente,20.54005,-102.5644
PL/1371/EXP/ES/2015,2643,,GASOLINERA TAPATIA SA DE CV,,Tlaquepaque,Jalisco,Occidente,20.6276,-103.3209
PL/13713/EXP/ES/2016,16220,,DISDEGA SA DE CV,,Tampico,Tamaulipas,Noreste,22.31579,-97.8653
PL/13714/EXP/ES/2016,16217,,COMBO HIDALGO SA DE CV,,Pachuca de Soto,Hidalgo,Centro,20.08594,-98.75995
PL/13715/EXP/ES/2016,16218,,SERVICIO GASOLINERO SANTA TERESA SA DE CV,,Zapotlanejo,Jalisco,Occidente,20.6156,-103.0804
PL/13716/EXP/ES/2016,16213,,PETROMAX SA DE CV,,Zapopan,Jalisco,Occidente,20.67408,-103.4122
PL/13717/EXP/ES/2016,16214,,SC PETROQUIMICA SA DE CV,,Mérida,Yucatán,Sureste,21.03599,-89.59489
PL/13718/EXP/ES/2016,16215,,MA. TERESA IBARRA SALAS,,Noria de Ángeles,Zacatecas,Occidente,22.40055,-101.8213
PL/13719/EXP/ES/2016,16216,,ADMINISTRADORA DEL COLORADO S DE RL DE CV,,,Baja California,Noroeste,32.5958,-115.4932
PL/1372/EXP/ES/2015,2662,,GRUPO FERCHE SA DE CV,,Xalapa,Veracruz,Golfo,19.54987,-96.94771
PL/13720/EXP/ES/2016,16219,,GASOLINERIA LEADER DUCE EXPRESS SA DE CV,,Guadalajara,Jalisco,Occidente,20.64532,-103.3096
PL/13721/EXP/ES/2016,16221,,SERVICIO CAMIRRE SA DE CV,,Chimalhuacán,México,Centro,19.43164,-98.95831
PL/13722/EXP/ES/2016,16222,,JOSE ANTONIO NAYA AMAYA,,Tepic,Nayarit,Noroeste,21.48926,-104.9041
PL/13723/EXP/ES/2016,16223,,CARBURANTES DE YUCATAN SA DE CV,,Mérida,Yucatán,Sureste,20.90713,-89.67767
PL/13724/EXP/ES/2016,16224,,JORIMAR GASOLINEROS SA DE CV,,Tlajomulco de Zúñiga,Jalisco,Occidente,20.43613,-103.3614
PL/13725/EXP/ES/2016,16225,,GRUPO GASOLINERO SAMARA SA DE CV,,Bahía de Banderas,Nayarit,Noroeste,20.74134,-105.2612
PL/1373/EXP/ES/2015,2693,,EPAY SA DE CV,,Tijuana,Baja California,Noroeste,32.42402,-116.9431
PL/1374/EXP/ES/2015,2734,,GASOLINERA LIBRANORTE SA DE CV,,Tuxtla Gutiérrez,Chiapas,Sur,16.7747,-93.18654
PL/1375/EXP/ES/2015,2723,,LABRADOR AZTECA SA DE CV,,,Baja California,Noroeste,31.89762,-116.5994
PL/1376/EXP/ES/2015,2697,,Y SA DE CV,,,Baja California,Noroeste,32.10115,-116.5643
PL/1377/EXP/ES/2015,2681,,COMERCIAL LIBRAMIENTO SA DE CV,,Colima,Colima,Occidente,19.22135,-103.7137
PL/1378/EXP/ES/2015,3161,,ESTACION LOPEZ CARRANZA SA DE CV,,,Baja California,Noroeste,31.87244,-116.6229
PL/1379/EXP/ES/2015,2600,,ESTACION RAEL S DE RL DE CV,,,Baja California,Noroeste,31.7198,-116.5731
PL/1380/EXP/ES/2015,2642,,SERVICIO 57 DE VILLA DE FUENTE SA DE CV,,Piedras Negras,Coahuila,Noreste,28.65402,-100.5517
PL/1381/EXP/ES/2015,2708,,SERVICIO XACOBEO SA DE CV,,Cuauhtémoc,Colima,Occidente,19.27372,-103.6685
PL/1382/EXP/ES/2015,10864,,OLEUM GAS SA DE CV,,Tuxtla Gutiérrez,Chiapas,Sur,16.75044,-93.13908
PL/1383/EXP/ES/2015,11060,,OLEUM GAS SA DE CV,,Tuxtla Gutiérrez,Chiapas,Sur,16.7618,-93.13705
PL/1384/EXP/ES/2015,3168,,GASOLINERA BOULEVARD DE SALTILLO SA DE CV,,Acuña,Coahuila,Noreste,29.30822,-100.9305
PL/1385/EXP/ES/2015,2665,,SUPER SERVICIO NUEVO BC SA DE CV,,Azcapotzalco,México,Centro,19.50559,-99.18993
PL/1386/EXP/ES/2015,2610,,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,,Tijuana,Baja California,Noroeste,32.53864,-117.0291
PL/1387/EXP/ES/2015,2635,,MEGA  SERVICIO RODY SA DE CV,,Allende,Coahuila,Noreste,28.33613,-100.851
PL/1388/EXP/ES/2015,2744,,SERVICIO KACERIN S DE RL DE CV,,Nava,Coahuila,Noreste,28.42284,-100.7619
PL/1389/EXP/ES/2015,2706,,SERVICIO GOVE SA DE CV,,Allende,Coahuila,Noreste,28.34054,-100.8532
PL/1390/EXP/ES/2015,2604,,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,,Tijuana,Baja California,Noroeste,32.49059,-116.9273
PL/1391/EXP/ES/2015,2612,,SERVICIO APACHE SA DE CV,,Gómez Palacio,Durango,Norte,25.56848,-103.5208
PL/1392/EXP/ES/2015,2654,,COMBUSTIBLES YAJALON SA DE CV,,Yajalón,Chiapas,Sur,17.16369,-92.32173
PL/1393/EXP/ES/2015,2749,,GENERAL DE COMBUSTIBLES GUERRERO SA DE CV,,Pungarabato,Guerrero,Sur,18.34476,-100.6539
PL/1394/EXP/ES/2015,2713,,SUPER SERVICIO CASTRO FLORES SA DE CV,,Amecameca,México,Centro,19.13358,-98.77037
PL/1395/EXP/ES/2015,2725,,ESTACION DE SERVICIO LA PIEDAD SA DE CV,,La Piedad,Michoacán,Occidente,20.34909,-102.0362
