Permiso CRE,Place ID,Marca,Estacion,Direccion,Municipio,Estado,Region,Lat,Lon
PL/379/EXP/ES/2015,2185,,MULTISERVICIOS LA PILARICA SA DE CV,,Ahome,Sinaloa,Noroeste,25.74504,-109.0079
PL/3790/EXP/ES/2015,6042,,SERVIGAS HEDAL SA DE CV,,Tuxpan,Veracruz,Golfo,20.96486,-97.4054
PL/3791/EXP/ES/2015,7129,,COMERCIALIZADORA NLIBJA SA DE CV,,Matamoros,Tamaulipas,Noreste,25.82687,-97.54607
PL/3792/EXP/ES/2015,6737,,SERVICIOS COLORINES SA DE CV,,Amatlán de los Reyes,Veracruz,Golfo,18.85887,-96.8715
PL/3793/EXP/ES/2015,7505,,SUPERSERVICIO HEDAL SA DE CV,,Tihuatlán,Veracruz,Golfo,20.55395,-97.4681
PL/3794/EXP/ES/2015,6913,,SERVICIOS COLORINES SA DE CV,,Nogales,Veracruz,Golfo,18.81594,-97.21061
PL/3795/EXP/ES/2015,7160,,SERVICIOS EL NITH SA DE CV,,Ixmiquilpan,Hidalgo,Centro,20.48965,-99.19796
PL/3796/EXP/ES/2015,7301,,SERVICIO ESCAMELA SA DE CV,,Ixtaczoquitlán,Veracruz,Golfo,18.86118,-97.05947
PL/3797/EXP/ES/2015,7017,,GASOLINERA EL PAPALOTE SA DE CV,,Santiago Ixcuintla,Nayarit,Noroeste,21.78433,-105.1794
PL/3798/EXP/ES/2015,7450,,SERVICIO ESCAMELA SA DE CV,,Orizaba,Veracruz,Golfo,18.83758,-97.09373
PL/3799/EXP/ES/2015,6130,,SERVICIO ESCAMELA SA DE CV,,Orizaba,Veracruz,Golfo,18.85752,-97.08885
PL/380/EXP/ES/2015,2073,,SERVICIOS DEL VALLE DEL FUERTE SA DE CV,,Ahome,Sinaloa,Noroeste,25.77298,-109.0001
PL/3800/EXP/ES/2015,7382,,GRUPO IMPULSORA MOCTEZUMA SPR DE RL DE CV,,Ojinaga,Chihuahua,Norte,28.76971,-104.5283
PL/3801/EXP/ES/2015,6957,,SERVICIO ESCAMELA SA DE CV,,Yanga,Veracruz,Golfo,18.8233,-96.78415
PL/3802/EXP/ES/2015,6785,,COMBUSTIBLES REAL SA DE CV,,Orizaba,Veracruz,Golfo,18.84948,-97.08856
PL/3803/EXP/ES/2015,6120,,MULTISERVICIOS ALLENDE SA DE CV,,Allende,Nuevo León,Noreste,25.30398,-100.0017
PL/3804/EXP/ES/2015,7089,,COMBUSTIBLES REAL SA DE CV,,Nogales,Veracruz,Golfo,18.81609,-97.21996
PL/3805/EXP/ES/2015,6058,,COMBUSTIBLES REAL SA DE CV,,Boca del Río,Veracruz,Golfo,19.14084,-96.11285
PL/3806/EXP/ES/2015,6560,,COMBUSTIBLES REAL SA DE CV,,Veracruz,Veracruz,Golfo,19.18451,-96.26479
PL/3807/EXP/ES/2015,7401,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Hidalgo del Parral,Chihuahua,Norte,26.93199,-105.6819
PL/3808/EXP/ES/2015,7464,,PETROMALL 24 HORAS SA DE CV,,Chihuahua,Chihuahua,Norte,28.66373,-106.0869
PL/3809/EXP/ES/2015,6129,,SERVICIO ISLETA SA DE CV,,Pueblo Viejo,Veracruz,Golfo,22.21013,-97.8426
PL/381/EXP/ES/2015,2254,,SERVICIOS DEL VALLE DEL FUERTE SA DE CV,,Ahome,Sinaloa,Noroeste,25.76621,-108.9903
PL/3810/EXP/ES/2015,6006,,COMERCIALIZADORA DE INSUMOS PRODUCTOS Y SERVICIOS AGROPECUARIOS SA DE CV,,Río Bravo,Tamaulipas,Noreste,25.97148,-98.05318
PL/3811/EXP/ES/2015,5948,,PETROMAX SA DE CV,,Juárez,Nuevo León,Noreste,25.63936,-100.1524
PL/3812/EXP/ES/2015,6715,,PETROMAX SA DE CV,,Juárez,Nuevo León,Noreste,25.64062,-100.1515
PL/3813/EXP/ES/2015,5979,,GASOLINERA FAZA SA DE CV,,Chihuahua,Chihuahua,Norte,28.67437,-106.103
PL/3814/EXP/ES/2015,6325,,SERVICOSTA OAXAQUE&A SA DE CV,,San Pedro Pochutla,Oaxaca,Sur,15.75491,-96.46475
PL/3815/EXP/ES/2015,6921,,OSWALDO MANZANO MONTERO,,Santa María Huatulco,Oaxaca,Sur,15.76514,-96.13466
PL/3816/EXP/ES/2015,6191,,COMERCIAL TEIKA SA DE CV,,Cuauhtémoc,Chihuahua,Norte,28.69053,-106.9126
PL/3817/EXP/ES/2015,6193,,ESTACION MANZANO SA DE CV,,Santiago Pinotepa Nacional,Oaxaca,Sur,16.35503,-98.07095
PL/3818/EXP/ES/2015,6966,,SERVICIO ECOLOGICO DE CHIHUAHUA SA DE CV,,Chihuahua,Chihuahua,Norte,28.697,-106.1192
PL/3819/EXP/ES/2015,6545,,SERVICIO APOLO SA DE CV,,Xalisco,Nayarit,Noroeste,21.44908,-104.8995
PL/382/EXP/ES/2015,2252,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,,,Baja California,Noroeste,32.59637,-115.483
PL/3820/EXP/ES/2015,6622,,SERVICIO ZICATELA SA DE CV,,Santa María Colotepec,Oaxaca,Sur,15.83161,-97.0344
PL/3821/EXP/ES/2015,5763,,SERVICIO CARRETERA COSTERA SA DE CV,,Escuintla,Chiapas,Sur,15.32608,-92.65522
PL/3822/EXP/ES/2015,6967,,GRUPO SURCOS LARGOS S DE RL DE CV,,Chalco,México,Centro,19.25367,-98.88401
PL/3823/EXP/ES/2015,7103,,GASOLINERA VICTOR R. OLIVERA SA DE CV,,San Pablo Villa de Mitla,Oaxaca,Sur,16.91863,-96.39829
PL/3824/EXP/ES/2015,6870,,GASOLINERA FAZA SA DE CV,,Chihuahua,Chihuahua,Norte,28.73243,-106.122
PL/3825/EXP/ES/2015,6336,,GRUPO GASOLINERO OC SA DE CV,,Huamantla,Tlaxcala,Centro,19.30023,-97.92094
PL/3826/EXP/ES/2015,5816,,SERVICIOS RIO PANUCO SA DE CV,,Pánuco,Veracruz,Golfo,22.22368,-97.90401
PL/3827/EXP/ES/2015,6453,,ESTACION DE SERVICIO LOS SILOS SA DE CV,,Cajeme,Sonora,Noroeste,27.48742,-109.9304
PL/3828/EXP/ES/2015,6094,,ESTACION FLORIDO SA DE CV,,Tijuana,Baja California,Noroeste,32.52115,-116.9249
PL/3829/EXP/ES/2015,6631,,GASOLINERA EL TECUAN SA DE CV,,Encarnación de Díaz,Jalisco,Occidente,21.68424,-102.0224
PL/383/EXP/ES/2015,2160,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,,,Sonora,Noroeste,32.47077,-114.7834
PL/3830/EXP/ES/2015,7177,,SERVICIO APOLO SA DE CV,,Santa María del Oro,Nayarit,Noroeste,21.33825,-104.6365
PL/3831/EXP/ES/2015,6317,,GASOLINERA GONZALEZ ORTEGA SA DE CV,,Sombrerete,Zacatecas,Occidente,23.95731,-103.4368
PL/3832/EXP/ES/2015,7151,,COMERCIALIZADORA DE INSUMOS PRODUCTOS Y SERVICIOS AGROPECUARIOS SA DE CV,,Matamoros,Tamaulipas,Noreste,25.51485,-97.73248
PL/3833/EXP/ES/2015,6951,,SERVICIO VIRREYES SA DE CV,,Saltillo,Coahuila,Noreste,25.46705,-100.9891
PL/3834/EXP/ES/2015,5858,,SERVICIO CACTUS SA DE CV,,Ramos Arizpe,Coahuila,Noreste,25.54317,-100.9478
PL/3835/EXP/ES/2015,6514,,GASOLINERA NUEVO LEON SA DE CV,,Monterrey,Nuevo León,Noreste,25.68728,-100.3357
PL/3836/EXP/ES/2015,6061,,GRUPO GASOLINERO OC SA DE CV,,Apetatitlán de Antonio Carvajal,Tlaxcala,Centro,19.33654,-98.18913
PL/3837/EXP/ES/2015,7018,,SERVICIO RAMOS ARIZPE SA DE CV,,Ramos Arizpe,Coahuila,Noreste,25.52667,-100.9526
PL/3838/EXP/ES/2015,6664,,SERVICIO 12 DE DICIEMBRE SA DE CV,,Ramos Arizpe,Coahuila,Noreste,25.59401,-100.8783
PL/3839/EXP/ES/2015,7221,,ROBERTO LOPEZ OROZCO,,Jalpa,Zacatecas,Occidente,21.62605,-103.0387
PL/384/EXP/ES/2015,2174,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,,,Baja California,Noroeste,32.56762,-115.3366
PL/3840/EXP/ES/2015,6272,,GS GAS LAREDO SA DE CV,,Nuevo Laredo,Tamaulipas,Noreste,27.46996,-99.50288
PL/3841/EXP/ES/2015,6255,,Grupo GS El Alamito S.A. de C.V.,,Cadereyta Jiménez,Nuevo León,Noreste,25.46044,-99.99693
PL/3842/EXP/ES/2015,7252,,COMBUSTIBLES Y SERVICIOS DE TEPEXI SA DE CV,,Tepexi de Rodríguez,Puebla,Centro,18.59181,-97.9196
PL/3843/EXP/ES/2015,6977,,COMERCIALIZADORA DE COMBUSTIBLES TAMAULIPECA SA DE CV,,El Mante,Tamaulipas,Noreste,22.73096,-98.96534
PL/3844/EXP/ES/2015,7127,,GS GAS PUEBLO NUEVO SA DE CV,,Apodaca,Nuevo León,Noreste,25.75385,-100.1693
PL/3845/EXP/ES/2015,7210,,PETROTANQUES SA DE CV,,Acuña,Coahuila,Noreste,29.32088,-100.9557
PL/3846/EXP/ES/2015,7439,,FEDA GAS SA DE CV,,Santa Catarina,Nuevo León,Noreste,25.68535,-100.4873
PL/3847/EXP/ES/2015,7436,,COMERCIALIZADORA DE COMBUSTIBLES TAMAULIPECA SA DE CV,,El Mante,Tamaulipas,Noreste,22.71092,-98.98979
PL/3848/EXP/ES/2015,7084,,ESTACION DE SERVICIO PUEBLO NUEVO SA DE CV,,Apodaca,Nuevo León,Noreste,25.76031,-100.1726
PL/3849/EXP/ES/2015,7366,,HIDROCARBUROS HESMAR IXMIQUILPAN SA DE CV,,Ixmiquilpan,Hidalgo,Centro,20.49406,-99.21488
PL/385/EXP/ES/2015,2315,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,,,Baja California,Noroeste,32.58577,-115.4363
PL/3850/EXP/ES/2015,7214,,COMERCIALIZADORA DE COMBUSTIBLES TAMAULIPECA SA DE CV,,El Mante,Tamaulipas,Noreste,22.74502,-98.9764
PL/3851/EXP/ES/2015,6863,,HIDROCARBUROS ESMHAR REMEDIOS SA DE CV,,Tasquillo,Hidalgo,Centro,20.5317,-99.31692
PL/3852/EXP/ES/2015,6789,,GERARDO PALOMINO MACIAS,,San Francisco de los Romo,Aguascalientes,Occidente,21.98016,-102.2575
PL/3853/EXP/ES/2015,7351,,SERVICASGAR DEL ISTMO SA DE CV,,Santo Domingo Tehuantepec,Oaxaca,Sur,16.32373,-95.24003
PL/3854/EXP/ES/2015,7198,,COMERCIALIZADORA DE COMBUSTIBLES TAMAULIPECA SA DE CV,,El Mante,Tamaulipas,Noreste,22.74953,-98.96177
PL/3855/EXP/ES/2015,6801,,AUTO SERVICIO MAGUEYES SA DE CV,,Amozoc,Puebla,Centro,19.02785,-97.97966
PL/3856/EXP/ES/2015,7159,,INN NUEVA YORK SA DE CV,,Tlalpan,Ciudad de México,Centro,19.30274,-99.20673
PL/3857/EXP/ES/2015,5792,,GRUPO FERCHE SA DE CV,,Boca del Río,Veracruz,Golfo,19.09872,-96.11465
PL/3858/EXP/ES/2015,6665,,ANTONIO NERIO MALTOS,,San Juan de Sabinas,Coahuila,Noreste,27.93666,-101.2024
PL/3859/EXP/ES/2015,5873,,ADOLFO LOPEZ CALDERON,,Santa Ana Maya,Michoacán,Occidente,20.01827,-101.0343
PL/386/EXP/ES/2015,2410,,COMBU-EXPRESS SA DE CV,,Poncitlán,Jalisco,Occidente,20.37663,-102.9302
PL/3860/EXP/ES/2015,7291,,COMBUSTIBLES JUAN PABLO II SA DE CV,,Chihuahua,Chihuahua,Norte,28.64536,-106.0145
PL/3861/EXP/ES/2015,6494,,GRUPO JGJ-LUAN SA DE CV,,Tepatitlán de Morelos,Jalisco,Occidente,20.83614,-102.7938
PL/3862/EXP/ES/2015,7293,,GRUPO GASOLINERO ALCI SA DE CV,,Tepatitlán de Morelos,Jalisco,Occidente,20.88419,-102.7127
PL/3863/EXP/ES/2015,7471,,MULTISERVICIOS Y ABARROTES DYCK SA DE CV,,Cuauhtémoc,Chihuahua,Norte,28.66389,-106.9125
PL/3864/EXP/ES/2015,6320,,CORPORACION LABIQ SA DE CV,,Teteles de Avila Castillo,Puebla,Centro,19.85158,-97.45669
PL/3865/EXP/ES/2015,6655,,SERVICIO TEMIXCO SA DE CV,,Temixco,Morelos,Centro,18.84203,-99.22449
PL/3866/EXP/ES/2015,7054,,JORGE FLORES MEDINA,,Villanueva,Zacatecas,Occidente,22.61534,-102.7643
PL/3867/EXP/ES/2015,6114,,SERVICIO ACATLIPA SA DE CV,,Temixco,Morelos,Centro,18.83422,-99.22565
PL/3868/EXP/ES/2015,6249,,LUBRICANTES Y GASOLINAS SA DE CV,,,Sonora,Noroeste,31.6912,-114.5018
PL/3869/EXP/ES/2015,6136,,ESTACION PIRU SA DE CV,,Tijuana,Baja California,Noroeste,32.50063,-116.9702
PL/387/EXP/ES/2015,2446,,SERVICIOS DEL VALLE DEL FUERTE SA DE CV,,Ahome,Sinaloa,Noroeste,25.77642,-109.0221
PL/3870/EXP/ES/2015,6059,,PARADERO Y ESTACION DE SERVICIO CHABLE SA DE CV,,Emiliano Zapata,Tabasco,Golfo,17.86816,-91.77878
PL/3871/EXP/ES/2015,6576,,SERVICIOS Y ENERGETICOS DEL SURESTE SA DE CV,,Veracruz,Veracruz,Golfo,19.19361,-96.13538
PL/3872/EXP/ES/2015,10989,,SERVICIO VELU SA DE CV,,Ecatepec de Morelos,México,Centro,19.62445,-99.04842
PL/3873/EXP/ES/2015,6593,,ESTACION PIRU SA DE CV,,Tijuana,Baja California,Noroeste,32.50805,-117.0653
PL/3874/EXP/ES/2015,6953,,GRUPO GASOLINERO AGRICOLA SA DE CV,,Guadalupe,Zacatecas,Occidente,22.80167,-102.4128
PL/3875/EXP/ES/2015,7467,,AUTOSERVICIO DEL LIBRAMIENTO CHIGNAHUAPAN SA DE CV,,Chignahuapan,Puebla,Centro,19.82578,-98.0444
PL/3876/EXP/ES/2015,7511,,JORGE FLORES MEDINA,,Jerez,Zacatecas,Occidente,22.67365,-103.01
PL/3877/EXP/ES/2015,6139,,GRUPO GASOLINERO DEL PACIFICO SA DE CV,,Tepic,Nayarit,Noroeste,21.50053,-104.9113
PL/3878/EXP/ES/2015,7037,,ESTACION PIRU SA DE CV,,Tijuana,Baja California,Noroeste,32.50146,-116.8866
PL/3879/EXP/ES/2015,7189,,ISIDRO RAMOS ALDABA,,Buenaventura,Chihuahua,Norte,29.87503,-107.4834
PL/388/EXP/ES/2015,2396,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,,,Baja California,Noroeste,32.62274,-115.5103
PL/3880/EXP/ES/2015,6437,,SERVICIO CALZADA UNION SA DE CV,,San Nicolás de los Garza,Nuevo León,Noreste,25.71362,-100.2484
PL/3881/EXP/ES/2015,6354,,CONFIAMEX PASEO DEL TEC S DE RL DE CV,,,Coahuila,Noreste,25.50449,-103.3664
PL/3882/EXP/ES/2015,7030,,SERVICIO CALZADA UNION SA DE CV,,Monterrey,Nuevo León,Noreste,25.69122,-100.2777
PL/3883/EXP/ES/2015,5879,,GASOLINERIAS PREMIER DE MEXICO SA DE CV,,Tequisquiapan,Querétaro,Centro,20.49958,-99.92666
PL/3884/EXP/ES/2015,7497,,RED TITANIUM SA DE CV,,Aguascalientes,Aguascalientes,Occidente,21.85958,-102.263
PL/3885/EXP/ES/2015,7296,,SERVICIO AYUTLA SA DE CV,,Monterrey,Nuevo León,Noreste,25.6608,-100.3009
PL/3886/EXP/ES/2015,7088,,ESTACIONES DE SERVICIO LA RIBERA SA DE CV,,Los Cabos,Baja California Sur,Noroeste,23.58998,-109.5901
PL/3887/EXP/ES/2015,7426,,ESTACION PIRU SA DE CV,,Tijuana,Baja California,Noroeste,32.47321,-116.8731
PL/3888/EXP/ES/2015,6830,,GERARDO PALOMINO MACIAS,,Aguascalientes,Aguascalientes,Occidente,21.9387,-102.2912
PL/3889/EXP/ES/2015,6330,,SERVICIO CASTE SA,,Oaxaca de Juárez,Oaxaca,Sur,17.05383,-96.71337
PL/389/EXP/ES/2015,2222,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,,,Baja California,Noroeste,32.59562,-115.4325
PL/3890/EXP/ES/2015,6118,,SERVICIO HELIX S DE RL DE CV,,Zacatecas,Zacatecas,Occidente,22.75044,-102.6058
PL/3891/EXP/ES/2015,7251,,AUTO SERVICIO NENETZINTLA SA DE CV,,Amozoc,Puebla,Centro,19.03292,-97.99568
PL/3892/EXP/ES/2015,7354,,JUAN MANUEL MIRAMONTES ARTEAGA,,Tepic,Nayarit,Noroeste,21.49745,-104.8854
PL/3893/EXP/ES/2015,5914,,CORPORATIVO MAXIABA S DE RL DE CV,,Tierra Blanca,Veracruz,Golfo,18.62411,-96.41416
PL/3894/EXP/ES/2015,6569,,AUTO SERVICIO SOLTEPEC SA DE CV,,Huamantla,Tlaxcala,Centro,19.28906,-97.91922
PL/3895/EXP/ES/2015,5823,,GA SERVICIOS CENTENARIO SA DE CV,,Rioverde,San Luis Potosí,Noreste,21.93848,-100.0016
PL/3896/EXP/ES/2015,6867,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Monclova,Coahuila,Noreste,26.90724,-101.4188
PL/3897/EXP/ES/2015,5903,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Castaños,Coahuila,Noreste,26.8048,-101.4206
PL/3898/EXP/ES/2015,6580,,SOYAJA SERVICIOS SA DE CV,,Tepeji del Río de Ocampo,Hidalgo,Centro,19.93394,-99.29517
PL/3899/EXP/ES/2015,6367,,MAXI SERVICIOS ABA S DE RL DE CV,,Fortín,Veracruz,Golfo,18.90875,-96.95896
PL/390/EXP/ES/2015,2246,,SERVICIOS DEL VALLE DEL FUERTE SA DE CV,,Ahome,Sinaloa,Noroeste,25.82133,-108.9919
PL/3900/EXP/ES/2015,6844,,GASOLINERA VALLE DEL GUADIANA SA DE CV,,Durango,Durango,Norte,24.0102,-104.6341
PL/3901/EXP/ES/2015,7347,,ESTACION DE SERVICIO PAPAGAYO SA DE CV,,Acapulco de Juárez,Guerrero,Sur,16.85916,-99.8912
PL/3902/EXP/ES/2015,6359,,COMBUSTIBLES SAN MATEO SA DE CV,,San Miguel Tlacotepec,Oaxaca,Sur,17.43219,-98.00494
PL/3903/EXP/ES/2015,6427,,SUPER SERVICIO DEL VALLE SA DE CV,,Guaymas,Sonora,Noroeste,27.63402,-110.2785
PL/3904/EXP/ES/2015,6324,,GS GAS OJO DE AGUA SA DE CV,,Apodaca,Nuevo León,Noreste,25.7746,-100.2176
PL/3905/EXP/ES/2015,7361,,SERVICIO EL LLANO SA DE CV,,Jala,Nayarit,Noroeste,21.09704,-104.4343
PL/3906/EXP/ES/2015,6845,,GASOLINERA SERVICIOS ARA SER SA DE CV,,Durango,Durango,Norte,24.04385,-104.6586
PL/3907/EXP/ES/2015,6774,,CIRCULO KILIWA SA DE CV,,Tepic,Nayarit,Noroeste,21.50751,-104.8882
PL/3908/EXP/ES/2015,6606,,JUAN FRIESEN LOEWEN,,Ahumada,Chihuahua,Norte,30.10292,-106.3183
PL/3909/EXP/ES/2015,6710,,GASOLINERA SERVICIOS ARA SER SA DE CV,,Durango,Durango,Norte,24.03004,-104.6131
PL/391/EXP/ES/2015,2241,,SERVICIOS DEL VALLE DEL FUERTE SA DE CV,,Ahome,Sinaloa,Noroeste,25.79292,-109.0046
PL/3910/EXP/ES/2015,6994,,COMBUSTIBLES BUENOS AIRES SA DE CV,,Janos,Chihuahua,Norte,30.78429,-108.384
PL/3911/EXP/ES/2015,7233,,AUTOSERVICIO JOCARAN DE PROGRESO SA DE CV,,Progreso de Obregón,Hidalgo,Centro,20.26002,-99.1853
PL/3912/EXP/ES/2015,7328,,GRUPO EMPRESARIAL TIERRA NUEVA SA DE CV,,Xochitepec,Morelos,Centro,18.80275,-99.22333
PL/3913/EXP/ES/2015,6823,,GS GAS SENDERO SA DE CV,,Gral. Escobedo,Nuevo León,Noreste,25.7691,-100.3047
PL/3914/EXP/ES/2015,7242,,INMOBILIARIA MIDO SA DE CV,,Tuxtla Chico,Chiapas,Sur,14.89145,-92.19189
PL/3915/EXP/ES/2015,6974,,GAS GARZA SADA SA DE CV,,Monterrey,Nuevo León,Noreste,25.6646,-100.2971
PL/3916/EXP/ES/2015,6188,,GAS EL PARQUE SA DE CV,,Apodaca,Nuevo León,Noreste,25.74263,-100.2178
PL/3917/EXP/ES/2015,7001,,SERVICIO ESTACION MANUEL SA DE CV,,Altamira,Tamaulipas,Noreste,22.74351,-98.2979
PL/3918/EXP/ES/2015,6865,,COMERCIALIZADORA GUIPTON SA DE CV,,Corregidora,Querétaro,Centro,20.53443,-100.4147
PL/3919/EXP/ES/2015,6726,,SERVICIO GAS LINCOLN SA DE CV,,Monterrey,Nuevo León,Noreste,25.60749,-100.2696
PL/392/EXP/ES/2015,2567,,SERVICIOS DEL VALLE DEL FUERTE SA DE CV,,Ahome,Sinaloa,Noroeste,25.81244,-108.9844
PL/3920/EXP/ES/2015,5813,,SERVICIO ESTACION MANUEL SA DE CV,,González,Tamaulipas,Noreste,22.72289,-98.3055
PL/3921/EXP/ES/2015,7315,,MULTISERVICIO SAN ROBERTO SA DE CV,,Galeana,Nuevo León,Noreste,24.65148,-100.2913
PL/3922/EXP/ES/2015,7200,,SUPER SERVICIO COSAMALOAPAN SA DE CV,,San Juan Evangelista,Veracruz,Golfo,17.7527,-95.06231
PL/3923/EXP/ES/2015,7419,,SUMINISTROS ENERGETICOS 57 SA DE CV,,Sabinas,Coahuila,Noreste,27.8522,-101.1228
PL/3924/EXP/ES/2015,6154,,GASOLINERA LAS TORRES SA DE CV,,Reynosa,Tamaulipas,Noreste,26.05941,-98.3067
PL/3925/EXP/ES/2015,7279,,SUMINISTROS ENERGETICOS 57 SA DE CV,,Sabinas,Coahuila,Noreste,27.87247,-101.1355
PL/3926/EXP/ES/2015,7440,,SUMINISTROS ENERGETICOS 57 SA DE CV,,Sabinas,Coahuila,Noreste,27.81233,-101.1422
PL/3927/EXP/ES/2015,7437,,GASOLINERA ATIMAPA SA DE CV,,Apatzingán,Michoacán,Occidente,19.11548,-102.3766
PL/3928/EXP/ES/2015,6719,,AUTOSERVICIO LOMAS SA DE CV,,Guadalupe,Zacatecas,Occidente,22.75586,-102.5328
PL/3929/EXP/ES/2015,6222,,VICNAR SA DE CV,,Huehuetoca,México,Centro,19.86042,-99.21375
PL/393/EXP/ES/2015,2173,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,,,Baja California,Noroeste,32.55959,-115.3589
PL/3930/EXP/ES/2015,7079,,SERVICIO ECOLOGICO CHIMALHUACAN SA DE CV,,Chimalhuacán,México,Centro,19.41302,-98.98261
PL/3931/EXP/ES/2015,7209,,COMBUSTIBLES CASTILLA SA DE CV,,Rioverde,San Luis Potosí,Noreste,21.93256,-100.0181
PL/3932/EXP/ES/2015,6505,,COMBUSTIBLES CASTILLA SA DE CV,,Rioverde,San Luis Potosí,Noreste,21.90405,-99.98338
PL/3933/EXP/ES/2015,7016,,DANIEL SALVADOR DE LA CRUZ HERRERA,,Gómez Palacio,Durango,Norte,25.55761,-103.4946
PL/3934/EXP/ES/2015,6916,,SERVICIO DOS PINOS SA DE CV,,Saltillo,Coahuila,Noreste,25.39891,-100.9662
PL/3935/EXP/ES/2015,7211,,JOSE RAUL PUENTE CORDOVA,,Cedral,San Luis Potosí,Noreste,23.81626,-100.7161
PL/3936/EXP/ES/2015,6386,,SERVICIO LOURDES SA DE CV,,Saltillo,Coahuila,Noreste,25.39355,-101.0043
PL/3937/EXP/ES/2015,6461,,SERVICIO LOMAS DE LOURDES SA DE CV,,Saltillo,Coahuila,Noreste,25.39082,-101.0055
PL/3938/EXP/ES/2015,6502,,SERVICIO 5 MANANTIALES SA DE CV,,Zaragoza,Coahuila,Noreste,28.49825,-100.9214
PL/3939/EXP/ES/2015,6299,,SERVICIO RURAL DE ZARAGOZA SA DE CV,,Zaragoza,Coahuila,Noreste,28.48985,-100.9363
PL/394/EXP/ES/2015,2141,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,,,Baja California,Noroeste,32.59509,-115.5029
PL/3940/EXP/ES/2015,6786,,COMBUSTIBLES MURPA SA DE CV,,Gómez Palacio,Durango,Norte,25.56724,-103.4967
PL/3941/EXP/ES/2015,5919,,SERVICIO ZAGO SA DE CV,,Saltillo,Coahuila,Noreste,25.43387,-100.9956
PL/3942/EXP/ES/2015,6677,,SERVICIO RIO ESCONDIDO SA DE CV,,Nava,Coahuila,Noreste,28.57009,-100.6162
PL/3943/EXP/ES/2015,5843,,SERVICIO SABINAS SA DE CV,,Vallecillo,Nuevo León,Noreste,26.50203,-100.0112
PL/3944/EXP/ES/2015,6781,,OPERADORA DE COMBUSTIBLES AYOQUEZCO SA DE CV,,Ayoquezco de Aldama,Oaxaca,Sur,16.68991,-96.84728
PL/3945/EXP/ES/2015,5959,,COMBUSTIBLES MURPA SA DE CV,,,Coahuila,Noreste,25.5361,-103.4581
PL/3946/EXP/ES/2015,6993,,OPERADORA DE COMBUSTIBLES AYOQUEZCO SA DE CV,,Santa Cruz Mixtepec,Oaxaca,Sur,16.75559,-96.8306
PL/3947/EXP/ES/2015,6055,,LUBRICANTES Y GASOLINAS SA DE CV,,,Sonora,Noroeste,32.46558,-114.8188
PL/3948/EXP/ES/2015,7157,,SERVICIO ZACATECAS DE CONCEPCION DEL ORO SA DE CV,,Concepción del Oro,Zacatecas,Occidente,24.62212,-101.3913
PL/3949/EXP/ES/2015,6481,,PETRO BERRIOZABAL SA DE CV,,Berriozábal,Chiapas,Sur,16.76879,-93.28212
PL/395/EXP/ES/2015,2495,,SERVICIOS DEL VALLE DEL FUERTE SA DE CV,,Ahome,Sinaloa,Noroeste,25.79107,-108.9767
PL/3950/EXP/ES/2015,7446,,DISTRIBUIDORA DE ACEITES Y COMBUSTIBLES DE AYUTLA SA DE CV,,Ayutla,Jalisco,Occidente,20.12025,-104.3358
PL/3951/EXP/ES/2015,7187,,PETRO FUELS ZACATAL SA DE CV,,Cadereyta Jiménez,Nuevo León,Noreste,25.54194,-100.0083
PL/3952/EXP/ES/2015,6711,,ESTACION DE SERVICIO HIDALGO SA DE CV,,León,Guanajuato,Occidente,21.15046,-101.67
PL/3953/EXP/ES/2015,7475,,SERVICIO PALMA SOLA SA DE CV,,Alto Lucero de Gutiérrez Barrios,Veracruz,Golfo,19.77428,-96.43259
PL/3954/EXP/ES/2015,7344,,INN NUEVA YORK SA DE CV,,Benito Juárez,Ciudad de México,Centro,19.38998,-99.17519
PL/3955/EXP/ES/2015,5764,,PARADOR SAN JORGE SA DE CV,,Zitácuaro,Michoacán,Occidente,19.47572,-100.3536
PL/3956/EXP/ES/2015,6860,,GASISLO 2000 SA DE CV,,Morelos,Zacatecas,Occidente,22.876,-102.6368
PL/3957/EXP/ES/2015,6025,,EXPRESS SAN RAFAEL SA DE CV,,Galeana,Nuevo León,Noreste,25.02257,-100.5457
PL/3958/EXP/ES/2015,6385,,GAELI DIESEL SA DE CV,,Carmen,Campeche,Sureste,18.65355,-91.84443
PL/3959/EXP/ES/2015,7076,,ESTACION PIRU SA DE CV,,Tijuana,Baja California,Noroeste,32.48013,-117.0431
PL/396/EXP/ES/2015,2547,,SERVICIOS DEL VALLE DEL FUERTE SA DE CV,,El Fuerte,Sinaloa,Noroeste,25.94688,-108.9258
PL/3960/EXP/ES/2015,6457,,ENRIQUE ARTURO TORRES MANRIQUEZ,,,Baja California,Noroeste,32.63222,-114.8581
